"IndividualId","Gender","RaceIndex","Population Name","Organism|Weight [kg]","Organism|BMI [kg/dm²]","Organism|Age [year(s)]","Organism|Gestational age [week(s)]","Organism|Ontogeny factor (alpha1-acid glycoprotein)","Organism|Ontogeny factor (albumin)","Organism|Height [dm]","Organism|Hematocrit","Organism|VenousBlood|Volume [l]","Organism|ArterialBlood|Volume [l]","Organism|Bone|Specific blood flow rate [l/min/kg organ]","Organism|Bone|Volume [l]","Organism|Brain|Volume [l]","Organism|Brain|Specific blood flow rate [l/min/kg organ]","Organism|Fat|Volume [l]","Organism|Fat|Vf (neutral lipid)-PT","Organism|Fat|Vf (lipid)","Organism|Fat|Vf (phospholipid)-PT","Organism|Fat|Fraction interstitial","Organism|Fat|Vf (water)-PT","Organism|Fat|Vf (water)","Organism|Fat|Vf (neutral lipid)-WS","Organism|Fat|Vf (neutral lipid)-RR","Organism|Fat|Vf (neutral phospholipid, plasma)-WS","Organism|Fat|Vf (neutral phospholipid)-RR","Organism|Fat|Vf (extracellular water)-RR","Organism|Fat|Vf (water)-WS","Organism|Fat|Vf (intracellular water)-RR","Organism|Fat|Specific blood flow rate [l/min/kg organ]","Organism|Gonads|Volume [l]","Organism|Gonads|Specific blood flow rate [l/min/kg organ]","Organism|Heart|Volume [l]","Organism|Heart|Specific blood flow rate [l/min/kg organ]","Organism|Kidney|Volume [l]","Organism|Kidney|Hill coefficient for GFR","Organism|Kidney|Hill coefficient for aging GFR","Organism|Kidney|GFRmat [l/min]","Organism|Kidney|Aging half-time [year(s)]","Organism|Kidney|Age of aging onset [year(s)]","Organism|Kidney|TM50 for GFR [week(s)]","Organism|Kidney|Maximal decreasing rate factor","Organism|Kidney|Specific blood flow rate [l/min/kg organ]","Organism|Lumen|Effective surface area variability factor","Organism|Lumen|Stomach|Distal radius [dm]","Organism|Lumen|Stomach|GET_beta (Weibull function) variability factor","Organism|Lumen|Stomach|Gastric emptying time [min]","Organism|Lumen|Stomach|GET_alpha (Weibull function) variability factor","Organism|Lumen|Stomach|Length [dm]","Organism|Lumen|Stomach|Proximal radius [dm]","Organism|Lumen|Duodenum|Effective surface area enhancement factor","Organism|Lumen|UpperJejunum|Effective surface area enhancement factor","Organism|Lumen|LowerJejunum|Effective surface area enhancement factor","Organism|Lumen|UpperIleum|Effective surface area enhancement factor","Organism|Lumen|LowerIleum|Effective surface area enhancement factor","Organism|Lumen|Caecum|Effective surface area enhancement factor","Organism|Lumen|ColonAscendens|Effective surface area enhancement factor","Organism|Lumen|ColonTransversum|Effective surface area enhancement factor","Organism|Lumen|ColonDescendens|Effective surface area enhancement factor","Organism|Lumen|ColonSigmoid|Effective surface area enhancement factor","Organism|Lumen|Rectum|Effective surface area enhancement factor","Organism|Stomach|Volume [l]","Organism|Stomach|Specific blood flow rate [l/min/kg organ]","Organism|SmallIntestine|Small intestinal transit time [min]","Organism|SmallIntestine|Volume [l]","Organism|SmallIntestine|Specific blood flow rate [l/min/kg organ]","Organism|LargeIntestine|Large intestinal transit time [min]","Organism|LargeIntestine|Volume [l]","Organism|LargeIntestine|Specific blood flow rate [l/min/kg organ]","Organism|Liver|Volume [l]","Organism|Liver|Specific blood flow rate [l/min/kg organ]","Organism|Lung|Volume [l]","Organism|Lung|Fraction vascular","Organism|Muscle|Volume [l]","Organism|Muscle|Vf (neutral lipid)-PT","Organism|Muscle|Vf (lipid)","Organism|Muscle|Vf (protein)","Organism|Muscle|Vf (phospholipid)-PT","Organism|Muscle|Vf (water)-PT","Organism|Muscle|Vf (water)","Organism|Muscle|Fraction interstitial","Organism|Muscle|Vf (neutral lipid)-WS","Organism|Muscle|Vf (neutral lipid)-RR","Organism|Muscle|Vf (neutral phospholipid, plasma)-WS","Organism|Muscle|Vf (neutral phospholipid)-RR","Organism|Muscle|Vf (protein)-WS","Organism|Muscle|Vf (extracellular water)-RR","Organism|Muscle|Vf (water)-WS","Organism|Muscle|Vf (intracellular water)-RR","Organism|Muscle|Specific blood flow rate [l/min/kg organ]","Organism|Pancreas|Volume [l]","Organism|Pancreas|Specific blood flow rate [l/min/kg organ]","Organism|PortalVein|Volume [l]","Organism|Skin|Volume [l]","Organism|Skin|Specific blood flow rate [l/min/kg organ]","Organism|Spleen|Volume [l]","Organism|Spleen|Specific blood flow rate [l/min/kg organ]","CYP1A2|Ontogeny factor","CYP1A2|Ontogeny factor GI","CYP2D6|Ontogeny factor","CYP2D6|Ontogeny factor GI","CYP1A2|Reference concentration [µmol/l]","CYP1A2|t1/2 (liver) [min]","CYP2D6|Reference concentration [µmol/l]","CYP2D6|t1/2 (liver) [min]"
10,1,0,Population based on de Vries,71.0556622770612,0.264050236385022,57.7434439480973,40,1.62171919326299,1.3302995211638,16.4042381481752,0.47,0.93370261647627,0.386228577163983,0.0296578993685628,10.1192641136528,1.43331051655957,0.48858399621613,22.2452902293852,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0203562676653948,0.0298334747838919,0.0812027381400884,0.455299687644394,0.686612994734932,0.409279991730941,15.1410702413425,1.5,0.107577371745164,54,30,45.1393570109482,0.9,2.12637367406738,1.72908032786887,0.5,0.644029628597753,20.3226034418777,1.97724318317783,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.170254707595771,0.352222777671645,132.818068590505,0.632146458904892,0.883799145206092,2652,0.444202837726168,0.610373859095571,2.31146121658779,0.17999236104103,1.46929347386716,0.58,25.5534260359298,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0313302874777181,0.149575908006942,0.298331486745349,0.766835232044357,3.45026523436611,0.0873318653458192,0.0959919646351718,0.917043557170486,1.54861794714702,1.24006452237047,2.75412061009592,1.78447610879564,1.8,1348.69681239009,0.4,3060
11,1,0,Population based on de Vries,70.185810910276,0.222730361963165,38.3351905915584,40,0.475428170815835,1.21255127222879,17.751495618306,0.47,0.931146881469693,0.388236089773076,0.0278109741196081,12.193331846306,1.46294341012196,0.541517683617071,10.8460591594183,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0237775304455076,0.0406819059648949,0.0788635522041856,0.421627206680902,0.59127098548145,0.241934874905683,15.3018994781084,1.5,0.134673202076021,54,30,43.0530916860332,0.9,2.75724219312639,1.14275200186977,0.5,1.152270645427,13.5471571971272,1.04538003864611,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.188997999913771,0.396538595940794,82.1689958138184,0.704425181752481,0.843093644754012,2652,0.425583479606393,0.653604024801801,1.63140241064929,0.181189541871467,1.65752689352254,0.58,34.1228464306543,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0370293226550887,0.105148456895362,0.329593147887387,0.923266555803554,3.74516345125572,0.0899100058305939,0.155488675582076,0.877897820401088,0.928099802633571,1.6283216833033,0.212035845359889,0.624577378838668,1.8,68.0300784882206,0.4,3060
12,1,0,Population based on de Vries,58.1097444607334,0.241833058712808,82.639642424248,40,0.801639000990769,1.0646468946033,15.5012474252629,0.47,0.813146875616825,0.364102603852536,0.0266173406111287,8.41857353344178,1.53792548468204,0.434499318237667,14.610848487877,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0218101768812751,0.0312110377191303,0.086496239929114,0.528329147783502,0.756792318597384,0.215892787059435,15.4063378257517,1.5,0.106498653348945,54,30,45.5910165273547,0.9,1.32558642087073,0.84854686260937,0.5,1.0971990714015,6.79956613895687,0.908407087495261,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.202366435486253,0.186438639179847,117.705608934548,0.65271228128686,0.391871533896415,2652,0.390877502991537,0.290416354809144,1.23404779574187,0.149412783391667,1.09521120748794,0.58,23.8918429013954,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0326255853894806,0.0952916692889873,0.211091932112309,0.829753694263186,3.05613463616488,0.0876541809339478,0.14147637859422,0.611348169689049,1.37807212420887,2.66876801970628,0.375146439104418,0.45732162411282,1.8,2076.67902249064,0.4,3060
13,1,0,Population based on de Vries,54.0799249141651,0.231267394679606,74.6356055488044,40,1.02193897915045,0.888211836544308,15.2918784048171,0.47,0.82427295711701,0.360167243027743,0.0271820300042694,8.62561232121477,1.29256565889161,0.469441553166018,12.7256291216735,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0226180746567414,0.0304993903051843,0.083177081806536,0.383805930270407,0.690544862665837,0.433456689691652,14.8124045208812,1.5,0.0922287899974315,54,30,43.4394531299013,0.9,1.5981758583186,1.34385010527734,0.5,1.25734903815515,18.5397429386148,0.589834391540743,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.220743698036325,0.252464706999498,138.541416848868,0.759696501775635,0.501227913428471,2652,0.359940259980655,0.383327726604315,1.55162470167836,0.164205804937609,0.917257061373418,0.58,21.5812954936083,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0308790494151332,0.158388133960664,0.248126515982998,0.824323037160953,2.92936199008047,0.0895925623958753,0.101284724318452,0.619611802351523,0.894213822321489,1.50307985186709,0.734001106180755,0.830087047608724,1.8,894.093545285273,0.4,3060
14,1,0,Population based on de Vries,73.6509251257065,0.228584675739371,36.2345637922336,40,1.34854342900476,1.06042102295376,17.9500452268752,0.47,0.99626169456508,0.476897794705308,0.0250974154263888,12.4479615229172,1.49590876796639,0.487661018528342,13.8503250651363,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0207386397394523,0.0397129529765091,0.07935329991047,0.419256019503443,0.623342612995267,0.400217446942019,14.9929813035678,1.5,0.102175783294565,54,30,43.0124666284651,0.9,2.52114915434614,0.765979035701297,0.5,0.64891866490325,20.1453337062174,0.798857592664326,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.201914737896494,0.41800842490103,195.209812482952,0.865109952666726,0.867155174332901,2652,0.292913137402451,0.642504805839549,2.3275195820769,0.18786255576558,1.90230259931383,0.58,32.8397487128726,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.038697730008521,0.253830776261656,0.341559813161086,0.941525238597062,3.53507196898913,0.0801858911125379,0.364447154917385,0.794887410570696,0.566480001613371,0.533827737477285,1.60463290527458,1.31472224346591,1.8,1860.69646563492,0.4,3060
15,1,0,Population based on de Vries,104.121562038495,0.308653225218338,38.3609909277228,40,1.10986831804842,0.965375468328997,18.3668605102609,0.47,0.969633449661824,0.435634307688414,0.0256443152531783,13.2366226316111,1.65495218588518,0.486799263226779,42.2906907714817,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0239764904347272,0.0423245724549021,0.0780467439725949,0.417053521241899,0.628126212007931,0.597325848755582,15.2345481441054,1.5,0.132045249341942,54,30,44.7209754503652,0.9,2.76767627977541,1.12956401781499,0.5,0.998432463601321,14.2351239154293,0.618953286650499,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.168620983349689,0.380592756000947,178.466297618121,0.743883984609282,0.899028356323568,2652,0.435892783275437,0.656268461156662,1.80978493863795,0.186019664666067,1.28580967444646,0.58,33.780430010483,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0307426635709384,0.216930791338733,0.344795874492038,0.910427431567899,4.8594214579924,0.081850886642219,0.266122694013705,0.864003199356299,1.06742323840503,1.89982231271451,0.904233447336699,1.12418934178063,1.8,1850.05063554426,0.4,3060
16,1,0,Population based on de Vries,54.0307269594781,0.193429032376995,98.1258420730596,40,1.09718088450998,1.06957630689443,16.713198673756,0.47,0.797908446237998,0.330896739607664,0.0244890507435515,9.45739402964548,1.36534003701922,0.436594487291076,12.3494945597143,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0231009713707721,0.0298590105156065,0.0760005904334771,0.469372154735541,0.752786904346638,0.494331797697219,15.4881373825006,1.5,0.124297950925523,54,30,44.863650765414,0.9,0.910502271856816,1.21053915755034,0.5,0.91865704127341,15.6804419196242,0.869671264402896,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.157108605823539,0.123840397595532,187.09467326774,0.562873003264548,0.317975677940566,2652,0.353794247114813,0.210992992175209,0.699956354330738,0.118278026524069,1.03549759782457,0.58,21.4736816539236,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0314225624772215,0.169966941251613,0.158787030528025,0.806604825537148,3.22849569030588,0.0859604040403841,0.248151264928676,0.593128553402373,0.986413659102847,0.724139137043121,1.77477522327195,0.350455439501362,1.8,4817.8820569691,0.4,3060
17,1,0,Population based on de Vries,84.3547910073355,0.260009745910865,57.8464872473136,40,1.06118351981552,0.952157606375872,18.0119222426829,0.47,0.926104285692978,0.411549853943509,0.0300766733147695,12.3039768993087,1.46698239154783,0.449273298829083,21.0076132593015,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0203383739691325,0.0317464609250853,0.0872771905137408,0.443195001643341,0.678006496987661,0.448791894760359,14.7301567773539,1.5,0.0963474371164841,54,30,45.4831858566192,0.9,2.193267162707,1.12858549912765,0.5,0.839092675905439,16.2099898508141,0.489023796481342,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.154407358329144,0.329601285715963,78.6840622868489,0.669352495958165,0.786438294278036,2652,0.396734558884926,0.538396764449579,3.68846965043914,0.176655320680831,1.21785255218895,0.58,35.6234205194418,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0364670782614918,0.254450369791648,0.32318366344481,0.899053150656473,4.0476711177071,0.0933474009630653,0.363419186814767,0.995165332179632,0.742994509380823,1.448516746448,1.62132243900678,3.01005240760506,1.8,597.44277568767,0.4,3060
18,1,0,Population based on de Vries,16.6889428894707,0.17673406092022,3.45675326113438,40,1.65025493288073,0.835490301751597,9.7174941071237,0.37,0.202546003307665,0.0901683784689098,0.0542165436374271,2.31770241894966,1.32074844820513,0.814408703827528,5.88159472138499,0.5925,0.6,0.0015,0.35,0.419999999994,0.349999999995,0.69,0.63975,0.001518,0.0012,0.3149999999955,0.069999999999,0.0209999999997,0.027992643703322,0.00196706951658018,0.624051008769539,0.095097225667821,1.00378471759835,0.105008943791603,14.8851883628422,1.5,0.07160813861051,54,30,45.4731211243352,0.9,2.84697706047324,1.38574771465261,0.273490154557837,1.05447148800146,22.0014497157704,1.73905903194041,1.09393605069874,0.273490154557837,266.346353,407.668807,339.371578,237.284957,133.37415,1.638,2.275,2.275,2.275,2.275,3.2396,0.0474776574387679,0.59373286402097,221.593152629154,0.143591963964508,1.302961557428,2447.89987066197,0.106803380532025,0.940849697866486,0.636616874580413,0.227524655124831,0.245334983828914,0.58,4.52715230081104,0.0238,0.013,0.206183191536241,0.0072,0.763619961336,0.814862879794073,0.295432467388656,0.0049,0.022,0.0042,0.0078,0.221326589784665,0.0793762854546631,0.763619961336,0.669172229276021,0.0349606182052552,0.0427651017779583,0.558939357690198,0.216603942772418,0.615794988278597,0.202179517578745,0.0919684861936708,1.08122670095086,0.811546154673293,1.09404216158852,1.52499405634354,3.26727135452127,1.8,3126.68587708825,0.4,3060
19,1,0,Population based on de Vries,86.5668358100074,0.293045094363605,73.9125395537878,40,1.50665057031227,0.933867626407121,17.187335079708,0.47,0.917899886553736,0.381403420331837,0.0282042990574026,10.4569249960396,1.43482212608385,0.439425603359443,28.6609286459975,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0223559822820973,0.0305503105636518,0.074075215689993,0.447470795610622,0.721942801855317,0.411895876474181,14.9502836361781,1.5,0.146264972748486,54,30,43.7971058702207,0.9,1.58532789177556,1.48320497813314,0.5,0.95638118471007,24.8319988876431,1.19110986763138,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.169838095379057,0.206023246284215,165.656922642712,0.882952965852966,0.510383021044112,2652,0.262368629069743,0.354850746595882,1.50929007624083,0.152174654349071,0.835942814315219,0.58,34.8266818856835,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0319847513725632,0.149755003790518,0.249101248328667,0.842647145075255,4.17762955109341,0.0857357967070305,0.16783358585198,0.70559416264108,1.21667948999931,1.0307344356488,0.870574758575475,0.939939735274203,1.8,3342.6711180713,0.4,3060
20,1,0,Population based on de Vries,67.7473771740206,0.237298640223587,68.7877164542618,40,0.842354352730455,0.741209203785372,16.8965725849046,0.47,0.958210466835426,0.421729046501565,0.0266332404848662,10.4216465269175,1.49947619990193,0.488947761005884,18.4938937934225,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0223491757609437,0.0345391362046435,0.0815589458271383,0.469436171358118,0.686100075506121,0.453724253382678,15.4256897237329,1.5,0.0994977797191339,54,30,44.8164067863363,0.9,1.65372288841766,0.9672393636141,0.5,1.46377546092209,7.97617720364258,1.12122652435618,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.188445558046577,0.262869512781585,99.8247883440964,0.74744069664384,0.604197614539512,2652,0.468215690258014,0.411543793020591,1.69398695470559,0.164859070136286,1.32587245944607,0.58,25.7297438344211,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0348137571384797,0.192809079548337,0.267028836515185,0.794531752873797,3.72961535310006,0.0845956929729187,0.124060200452893,0.685228419467752,1.57328311840165,1.17555769215306,1.89058614471675,11.0190302428308,1.8,3222.82066544839,0.4,3060
21,1,0,Population based on de Vries,11.5517581154447,0.172205077698523,1.48546011256308,40,0.687761904733874,1.09947846423596,8.19032370651961,0.36,0.130211544417269,0.0502605689692048,0.0476887767238956,1.62129646396854,0.983998356176826,0.832886355906877,4.34713303849948,0.5925,0.6,0.0015,0.35,0.419999999994,0.349999999995,0.69,0.63975,0.001518,0.0012,0.3149999999955,0.069999999999,0.0209999999997,0.0171031713931893,0.00178403192587615,0.409033064412274,0.0754471489099938,0.772691797584029,0.141499435969691,15.4086902398108,1.5,0.0897054372522223,54,30,44.3180760557938,0.9,2.39562821997059,1.99003276040973,0.227287971388197,0.877417802820511,26.4843598849322,1.70088372491356,0.909147030951663,0.227287971388197,266.346353,407.668807,339.371578,237.284957,133.37415,1.638,2.275,2.275,2.275,2.275,3.2396,0.0259824455265697,0.540556280387116,238.879918698167,0.110734869172749,1.15515389901623,2374.96202416483,0.0766101315436173,0.855222713372892,0.442917694399788,0.200760229281139,0.256683783766699,0.58,2.58458113114156,0.0238,0.013,0.243460850435506,0.0072,0.768243982109887,0.81979719669884,0.315145398874369,0.0049,0.022,0.0042,0.0078,0.261342155834724,0.079856940245633,0.768243982109887,0.673224331691033,0.0340154528428295,0.0443116964806046,0.455454887380617,0.119993118159222,0.45210525229181,0.157694892938497,0.0862074041252343,0.804746931768148,0.858605510629056,1.32706251362796,0.660399644739652,0.567954569093006,1.8,1243.61393167928,0.4,3060
22,1,0,Population based on de Vries,61.7919057355842,0.211757463016681,43.0778847742257,40,0.725911055002394,1.04780428041165,17.0823034412421,0.47,0.958946859601321,0.384752975077338,0.0262018344825897,11.148804590567,1.50319887367052,0.560902859208767,8.91800183088545,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0214636521264218,0.0381913909039949,0.0814087867136257,0.624480898415404,0.587104312746629,0.330646938335364,15.2436612069506,1.5,0.122928779607828,54,30,44.402007154301,0.9,2.50951833542002,0.893295841962437,0.5,0.614384411029343,16.2914521740845,0.546163405584096,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.133239125735902,0.396710107045313,65.7826562393591,0.689327279143529,0.889409032893866,2652,0.459000460934348,0.643168838990391,1.59715307249023,0.182660463276725,2.00732350623104,0.58,28.1598491908918,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0342973363682263,0.128600174473202,0.367274365320442,0.915989769764414,3.52353922046024,0.0960598568343779,0.270859578003086,0.909601677539589,1.42140333270846,1.26624632913947,0.526580185949198,0.987634016878233,1.8,1835.3328562375,0.4,3060
23,1,0,Population based on de Vries,84.5105929204329,0.300699986719616,68.4628570305476,40,0.872511173617231,0.760964868788658,16.7644330158419,0.47,0.934439369405206,0.376245409839067,0.0280121610110205,10.5763561911575,1.54189176445971,0.423595963625701,31.1810938780706,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0218966843201592,0.0336963348775698,0.0795995876363746,0.545128230793978,0.669830645587959,0.5612273736607,14.5693653883764,1.5,0.0924413381438331,54,30,44.3315772063836,0.9,1.71831105579445,1.82039573751815,0.5,1.02490510754223,28.5446315428152,0.816177100585273,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.179362106010137,0.264858133059587,249.450411174057,0.643280389205332,0.633158662486745,2652,0.531263125751634,0.465847337804874,1.20759826349721,0.167795948905898,1.68198343510927,0.58,28.9954554792655,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0352498350945296,0.143382047630638,0.277900816373487,0.894821752082815,4.22715656312629,0.083325453034151,0.25621120648972,0.714027674003198,1.33356101468968,0.756476332713495,0.536901509765154,0.738820688792619,1.8,3626.4655858198,0.4,3060
24,1,0,Population based on de Vries,74.5340907794849,0.250409898448448,81.088164952159,40,1.1175135846367,1.06008131311874,17.2524879581387,0.47,0.883687952297706,0.360757222275223,0.0273058330018406,10.2524997770447,1.31226194328647,0.439473492019942,24.4153736538939,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0222998718211041,0.0287471244898842,0.0851173464997818,0.530791188818027,0.760400928122973,0.357041071616687,15.1822907389587,1.5,0.123273854938362,54,30,45.3183195661815,0.9,1.45446539156848,1.10473522081093,0.5,1.46228945197538,22.8182868221378,0.985356472960022,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.152726498032187,0.189871114151418,86.7636884837683,0.662603991770844,0.47914411441308,2652,0.472723416960275,0.313113650022546,0.729186984147556,0.138707999201396,1.51450409783625,0.58,27.6803791604575,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0348429276234593,0.218433900441263,0.201064097019734,0.899755313837733,3.94942794259486,0.0832012220461386,0.113189539683768,0.596875507126704,0.866630725359064,2.07495089343066,7.77342066910379,1.44263397646433,1.8,770.635668348071,0.4,3060
25,1,0,Population based on de Vries,54.8388481035885,0.215305923856339,55.6494212968505,40,0.971115820436045,0.916490405087076,15.9593857618293,0.47,0.791690620887519,0.408863864355808,0.0267161823975675,9.80070739721232,1.43878867243791,0.479377286658285,13.1566862003887,0.79,0.8,0.002,0.16,0.18,0.15,0.92,0.853,0.002024,0.0016,0.135,0.03,0.00899999999999998,0.0211448280751369,0.0307446535187663,0.0792512151046587,0.496970781991103,0.64382121011418,0.44639983684746,14.6654038378954,1.5,0.121857052981981,54,30,43.4913543503993,0.9,2.38276376777169,1.25682920755426,0.5,1.29955120087461,11.4221930703513,0.992438983549391,2,0.5,292.6883,447.9877,372.9358,260.7527,146.565,1.8,2.5,2.5,2.5,2.5,3.56,0.171001216564491,0.369235684881163,84.436869370437,0.648235924187317,0.824082699639756,2652,0.318767482139148,0.581741671606351,1.72364807890917,0.185772525616054,1.04257307604384,0.58,20.3652568471502,0.0238,0.013,0.177,0.0072,0.76,0.811,0.16,0.0049,0.022,0.0042,0.0078,0.19,0.079,0.76,0.666,0.0325111657211425,0.0945018643149909,0.340941057043938,0.831008074321639,2.9226605860068,0.0893522484542635,0.150342926311288,0.849691966499165,0.91237473843455,1.53481940595195,0.301884200221827,0.375700009361796,1.8,4807.67012711672,0.4,3060
26,1,0,Population based on de Vries,10.4654451434997,0.179006853378035,1.69491991479645,40,0.839074802976075,1.22896522118259,7.64617130174874,0.36,0.108121166558418,0.046487321930644,0.045393563781798,1.43704576855252,1.03055283610588,0.847902774452194,3.62138640833601,0.5925,0.6,0.0015,0.35,0.419999999994,0.349999999995,0.69,0.63975,0.001518,0.0012,0.3149999999955,0.069999999999,0.0209999999997,0.0169786923999598,0.00169306485669644,0.428511193494705,0.0209201510885112,0.812777091683298,0.103902877458243,15.1011322590148,1.5,0.0941731076479341,54,30,42.8889104209928,0.9,2.3984666114825,0.692932252891144,0.232197185503042,1.32824090137456,30.0793506270196,0.783740073725341,0.928781792813019,0.232197185503042,266.346353,407.668807,339.371578,237.284957,133.37415,1.638,2.275,2.275,2.275,2.275,3.2396,0.0393412972816751,0.478569735602593,47.6299094850006,0.12818043359797,1.2763175808465,2382.71203684747,0.0570669197437058,0.860386689578519,0.41537893319915,0.200661282807187,0.264020948910004,0.58,2.59854358780654,0.0238,0.013,0.239499911867632,0.0072,0.767752656668248,0.819272900734144,0.313050800852036,0.0049,0.022,0.0042,0.0078,0.257090300874858,0.0798058682589363,0.767752656668248,0.672793775448755,0.0315633623733469,0.0191648148835949,0.49103705354429,0.118576628058261,0.394673964901434,0.158500090244194,0.060388020230496,0.855504235133928,1.15963769816971,1.0569531959995,1.13852104972183,1.92077280492384,1.8,2872.144701916,0.4,3060
